genotype,pop,replicate,timepoint,date,tray,initial_temp,fly,survived
mX,1,1,1,7.11.2023,B,4.8,1,1
mX,1,2,1,7.11.2023,B,4.8,1,1
mX,1,2,1,7.11.2023,B,4.8,2,1
mX,1,2,1,7.11.2023,B,4.8,3,1
mX,1,2,1,7.11.2023,B,4.8,4,1
mX,1,2,1,7.11.2023,B,4.8,5,1
mX,1,4,1,7.11.2023,B,4.8,1,1
mX,1,4,1,7.11.2023,B,4.8,2,1
mX,1,4,1,7.11.2023,B,4.8,3,1
mX,1,4,1,7.11.2023,B,4.8,4,1
mX,1,4,1,7.11.2023,B,4.8,5,1
mX,1,5,1,7.11.2023,B,4.8,1,1
mX,1,5,1,7.11.2023,B,4.8,2,1
mX,1,5,1,7.11.2023,B,4.8,3,1
mX,1,5,1,7.11.2023,B,4.8,4,1
mX,1,5,1,7.11.2023,B,4.8,5,1
mX,1,6,1,7.11.2023,D,4.8,1,1
mX,1,6,1,7.11.2023,D,4.8,2,1
mX,1,6,1,7.11.2023,D,4.8,3,1
mX,1,7,1,7.11.2023,D,4.8,1,1
mX,1,7,1,7.11.2023,D,4.8,2,1
mX,1,7,1,7.11.2023,D,4.8,3,1
mX,1,7,1,7.11.2023,D,4.8,4,1
mX,1,7,1,7.11.2023,D,4.8,5,1
mX,1,7,1,7.11.2023,D,4.8,6,1
mX,1,8,1,7.11.2023,D,4.8,1,1
mX,1,8,1,7.11.2023,D,4.8,2,1
mX,1,8,1,7.11.2023,D,4.8,3,1
mX,1,8,1,7.11.2023,D,4.8,4,1
mX,1,8,1,7.11.2023,D,4.8,5,1
mX,1,9,1,7.11.2023,D,4.8,1,1
mX,1,9,1,7.11.2023,D,4.8,2,1
mX,1,9,1,7.11.2023,D,4.8,3,1
mX,1,9,1,7.11.2023,D,4.8,4,1
mX,1,9,1,7.11.2023,D,4.8,5,1
mX,1,10,1,7.11.2023,D,4.8,1,1
mX,1,10,1,7.11.2023,D,4.8,2,1
mX,1,10,1,7.11.2023,D,4.8,3,1
mX,1,10,1,7.11.2023,D,4.8,4,1
mX,1,10,1,7.11.2023,D,4.8,5,1
mX,1,11,1,7.11.2023,B,4.8,1,1
mX,1,11,1,7.11.2023,B,4.8,2,1
mX,1,11,1,7.11.2023,B,4.8,3,1
mX,1,12,1,7.11.2023,B,4.8,1,1
mX,1,12,1,7.11.2023,B,4.8,2,1
mX,1,12,1,7.11.2023,B,4.8,3,1
mX,1,13,1,7.11.2023,B,4.8,1,1
mX,1,13,1,7.11.2023,B,4.8,2,1
mX,1,14,1,7.11.2023,B,4.8,1,1
mX,1,14,1,7.11.2023,B,4.8,2,1
mX,1,14,1,7.11.2023,B,4.8,3,1
mX,1,14,1,7.11.2023,B,4.8,4,1
mX,1,18,1,7.11.2023,A,4.8,1,1
mX,1,18,1,7.11.2023,A,4.8,2,1
mX,1,18,1,7.11.2023,A,4.8,3,1
mX,1,18,1,7.11.2023,A,4.8,4,1
mX,1,18,1,7.11.2023,A,4.8,5,1
mX,1,19,1,7.11.2023,A,4.8,1,1
mX,1,19,1,7.11.2023,A,4.8,2,1
mX,1,19,1,7.11.2023,A,4.8,3,1
mX,1,20,1,7.11.2023,A,4.8,1,1
mX,1,20,1,7.11.2023,A,4.8,2,1
mX,1,20,1,7.11.2023,A,4.8,3,1
mX,1,20,1,7.11.2023,A,4.8,4,1
mX,1,20,1,7.11.2023,A,4.8,5,1
mX,1,21,1,7.11.2023,B,4.8,1,1
mX,1,21,1,7.11.2023,B,4.8,2,1
mX,1,23,1,7.11.2023,B,4.8,1,1
mX,1,24,1,7.11.2023,B,4.8,1,1
mX,1,24,1,7.11.2023,B,4.8,2,1
mX,1,24,1,7.11.2023,B,4.8,3,1
mX,1,25,1,7.11.2023,B,4.8,1,1
mX,1,25,1,7.11.2023,B,4.8,2,1
mX,1,25,1,7.11.2023,B,4.8,3,1
mX,1,26,1,7.11.2023,B,4.8,1,1
mX,1,27,1,7.11.2023,B,4.8,1,1
mX,1,27,1,7.11.2023,B,4.8,2,1
mX,1,27,1,7.11.2023,B,4.8,3,1
mX,1,27,1,7.11.2023,B,4.8,4,1
mX,1,28,1,7.11.2023,B,4.8,1,1
mX,1,28,1,7.11.2023,B,4.8,2,1
mX,1,28,1,7.11.2023,B,4.8,3,1
mX,1,28,1,7.11.2023,B,4.8,4,1
mX,1,29,1,7.11.2023,B,4.8,1,1
mX,1,29,1,7.11.2023,B,4.8,2,1
mX,1,29,1,7.11.2023,B,4.8,3,1
mX,1,29,1,7.11.2023,B,4.8,4,1
mX,1,29,1,7.11.2023,B,4.8,5,1
mX,1,30,1,7.11.2023,B,4.8,1,1
mX,1,30,1,7.11.2023,B,4.8,2,1
mX,2,1,1,7.11.2023,A,4.8,1,1
mX,2,3,1,7.11.2023,A,4.8,1,1
mX,2,4,1,7.11.2023,A,4.8,1,1
mX,2,4,1,7.11.2023,A,4.8,2,1
mX,2,5,1,7.11.2023,A,4.8,1,1
mX,2,5,1,7.11.2023,A,4.8,2,1
mX,2,6,1,7.11.2023,A,4.8,1,1
mX,2,7,1,7.11.2023,A,4.8,1,1
mX,2,8,1,7.11.2023,A,4.8,1,1
mX,2,9,1,7.11.2023,A,4.8,1,1
mX,2,9,1,7.11.2023,A,4.8,2,1
mX,2,9,1,7.11.2023,A,4.8,3,1
mX,2,9,1,7.11.2023,A,4.8,4,1
mX,2,10,1,7.11.2023,A,4.8,1,1
mX,2,11,1,7.11.2023,C,4.8,1,1
mX,2,11,1,7.11.2023,C,4.8,2,1
mX,2,11,1,7.11.2023,C,4.8,3,1
mX,2,12,1,7.11.2023,C,4.8,1,1
mX,2,12,1,7.11.2023,C,4.8,2,1
mX,2,13,1,7.11.2023,C,4.8,1,1
mX,2,13,1,7.11.2023,C,4.8,2,1
mX,2,13,1,7.11.2023,C,4.8,3,1
mX,2,14,1,7.11.2023,C,4.8,1,1
mX,2,14,1,7.11.2023,C,4.8,2,1
mX,2,15,1,7.11.2023,C,4.8,1,1
mX,2,16,1,7.11.2023,B,4.8,1,1
mX,2,17,1,7.11.2023,B,4.8,1,1
mX,2,17,1,7.11.2023,B,4.8,2,1
mX,2,17,1,7.11.2023,B,4.8,3,1
mX,2,18,1,7.11.2023,B,4.8,1,1
mX,2,19,1,7.11.2023,B,4.8,1,1
mX,2,20,1,7.11.2023,B,4.8,1,1
mX,2,20,1,7.11.2023,B,4.8,2,1
mX,2,20,1,7.11.2023,B,4.8,3,1
mX,2,21,1,7.11.2023,B,4.8,1,1
mX,2,21,1,7.11.2023,B,4.8,2,1
mX,2,21,1,7.11.2023,B,4.8,3,1
mX,2,22,1,7.11.2023,B,4.8,1,1
mX,2,22,1,7.11.2023,B,4.8,2,1
mX,2,23,1,7.11.2023,B,4.8,1,1
mX,2,23,1,7.11.2023,B,4.8,2,1
mX,2,24,1,7.11.2023,B,4.8,1,1
mX,2,24,1,7.11.2023,B,4.8,2,1
mX,2,25,1,7.11.2023,B,4.8,1,1
mX,2,25,1,7.11.2023,B,4.8,2,1
mX,2,26,1,7.11.2023,B,4.8,1,1
mX,2,26,1,7.11.2023,B,4.8,2,1
mX,2,26,1,7.11.2023,B,4.8,3,1
mX,2,26,1,7.11.2023,B,4.8,4,1
mX,2,27,1,7.11.2023,B,4.8,1,1
mX,2,27,1,7.11.2023,B,4.8,2,1
mX,2,27,1,7.11.2023,B,4.8,3,1
mX,2,28,1,7.11.2023,B,4.8,1,1
mX,2,29,1,7.11.2023,B,4.8,1,1
mX,2,29,1,7.11.2023,B,4.8,2,1
mX,2,29,1,7.11.2023,B,4.8,3,1
mX,2,29,1,7.11.2023,B,4.8,4,1
mX,2,29,1,7.11.2023,B,4.8,5,1
mX,2,30,1,7.11.2023,B,4.8,1,1
mX,2,30,1,7.11.2023,B,4.8,2,1
mX,2,30,1,7.11.2023,B,4.8,3,1
mX,3,1,1,7.11.2023,A,4.8,1,1
mX,3,1,1,7.11.2023,A,4.8,2,1
mX,3,1,1,7.11.2023,A,4.8,3,1
mX,3,1,1,7.11.2023,A,4.8,4,1
mX,3,2,1,7.11.2023,A,4.8,1,1
mX,3,2,1,7.11.2023,A,4.8,2,1
mX,3,2,1,7.11.2023,A,4.8,3,1
mX,3,3,1,7.11.2023,A,4.8,1,1
mX,3,3,1,7.11.2023,A,4.8,2,1
mX,3,3,1,7.11.2023,A,4.8,3,1
mX,3,6,1,7.11.2023,B,4.8,1,1
mX,3,7,1,7.11.2023,B,4.8,1,1
mX,3,7,1,7.11.2023,B,4.8,2,1
mX,3,9,1,7.11.2023,B,4.8,1,1
mX,3,9,1,7.11.2023,B,4.8,2,1
mX,3,9,1,7.11.2023,B,4.8,3,1
mX,3,9,1,7.11.2023,B,4.8,4,1
mX,3,9,1,7.11.2023,B,4.8,5,1
mX,3,9,1,7.11.2023,B,4.8,6,1
mX,3,10,1,7.11.2023,B,4.8,1,1
mX,3,10,1,7.11.2023,B,4.8,2,1
mX,3,10,1,7.11.2023,B,4.8,3,1
mX,3,10,1,7.11.2023,B,4.8,4,1
mX,3,11,1,7.11.2023,D,4.8,1,1
mX,3,11,1,7.11.2023,D,4.8,2,1
mX,3,11,1,7.11.2023,D,4.8,3,1
mX,3,12,1,7.11.2023,D,4.8,1,1
mX,3,12,1,7.11.2023,D,4.8,2,1
mX,3,12,1,7.11.2023,D,4.8,3,1
mX,3,13,1,7.11.2023,D,4.8,1,1
mX,3,13,1,7.11.2023,D,4.8,2,1
mX,3,13,1,7.11.2023,D,4.8,3,1
mX,3,14,1,7.11.2023,D,4.8,1,1
mX,3,14,1,7.11.2023,D,4.8,2,1
mX,3,14,1,7.11.2023,D,4.8,3,1
mX,3,15,1,7.11.2023,D,4.8,1,1
mX,3,15,1,7.11.2023,D,4.8,2,1
mX,3,15,1,7.11.2023,D,4.8,3,1
mX,3,16,1,7.11.2023,D,4.8,1,1
mX,3,16,1,7.11.2023,D,4.8,2,1
mX,3,17,1,7.11.2023,D,4.8,1,1
mX,3,17,1,7.11.2023,D,4.8,2,1
mX,3,17,1,7.11.2023,D,4.8,3,1
mX,3,17,1,7.11.2023,D,4.8,4,1
mX,3,17,1,7.11.2023,D,4.8,5,1
mX,3,18,1,7.11.2023,D,4.8,1,1
mX,3,18,1,7.11.2023,D,4.8,2,1
mX,3,18,1,7.11.2023,D,4.8,3,1
mX,3,19,1,7.11.2023,D,4.8,1,1
mX,3,19,1,7.11.2023,D,4.8,2,1
mX,3,20,1,7.11.2023,D,4.8,1,1
mX,3,20,1,7.11.2023,D,4.8,2,1
mX,3,20,1,7.11.2023,D,4.8,3,1
mX,3,20,1,7.11.2023,D,4.8,4,1
mX,3,21,1,7.11.2023,A,4.8,1,1
mX,3,21,1,7.11.2023,A,4.8,2,1
mX,3,21,1,7.11.2023,A,4.8,3,1
mX,3,21,1,7.11.2023,A,4.8,4,1
mX,3,21,1,7.11.2023,A,4.8,5,1
mX,3,22,1,7.11.2023,A,4.8,1,1
mX,3,22,1,7.11.2023,A,4.8,2,1
mX,3,22,1,7.11.2023,A,4.8,3,1
mX,3,22,1,7.11.2023,A,4.8,4,1
mX,3,22,1,7.11.2023,A,4.8,5,1
mX,3,23,1,7.11.2023,A,4.8,1,1
mX,3,23,1,7.11.2023,A,4.8,2,1
mX,3,23,1,7.11.2023,A,4.8,3,1
mX,3,24,1,7.11.2023,A,4.8,1,1
mX,3,24,1,7.11.2023,A,4.8,2,1
mX,3,24,1,7.11.2023,A,4.8,3,1
mX,3,24,1,7.11.2023,A,4.8,4,1
mX,3,24,1,7.11.2023,A,4.8,5,1
mX,3,24,1,7.11.2023,A,4.8,6,1
mX,3,25,1,7.11.2023,A,4.8,1,1
mX,3,26,1,7.11.2023,A,4.8,1,1
mX,3,26,1,7.11.2023,A,4.8,2,1
mX,3,28,1,7.11.2023,A,4.8,1,1
mX,3,28,1,7.11.2023,A,4.8,2,1
mX,3,29,1,7.11.2023,A,4.8,1,1
mX,3,29,1,7.11.2023,A,4.8,2,1
mX,3,29,1,7.11.2023,A,4.8,3,1
mX,4,1,1,7.11.2023,D,4.8,1,1
mX,4,1,1,7.11.2023,D,4.8,2,1
mX,4,1,1,7.11.2023,D,4.8,3,1
mX,4,1,1,7.11.2023,D,4.8,4,1
mX,4,1,1,7.11.2023,D,4.8,5,1
mX,4,1,1,7.11.2023,D,4.8,6,1
mX,4,2,1,7.11.2023,D,4.8,1,1
mX,4,2,1,7.11.2023,D,4.8,2,1
mX,4,2,1,7.11.2023,D,4.8,3,1
mX,4,2,1,7.11.2023,D,4.8,4,1
mX,4,3,1,7.11.2023,D,4.8,1,1
mX,4,3,1,7.11.2023,D,4.8,2,1
mX,4,3,1,7.11.2023,D,4.8,3,1
mX,4,3,1,7.11.2023,D,4.8,4,1
mX,4,3,1,7.11.2023,D,4.8,5,1
mX,4,4,1,7.11.2023,D,4.8,1,1
mX,4,4,1,7.11.2023,D,4.8,2,1
mX,4,4,1,7.11.2023,D,4.8,3,1
mX,4,4,1,7.11.2023,D,4.8,4,1
mX,4,5,1,7.11.2023,D,4.8,1,1
mX,4,5,1,7.11.2023,D,4.8,2,1
mX,4,5,1,7.11.2023,D,4.8,3,1
mX,4,6,1,7.11.2023,B,4.8,1,1
mX,4,6,1,7.11.2023,B,4.8,2,1
mX,4,6,1,7.11.2023,B,4.8,3,1
mX,4,7,1,7.11.2023,B,4.8,1,1
mX,4,7,1,7.11.2023,B,4.8,2,1
mX,4,7,1,7.11.2023,B,4.8,3,1
mX,4,8,1,7.11.2023,B,4.8,1,1
mX,4,8,1,7.11.2023,B,4.8,2,1
mX,4,9,1,7.11.2023,B,4.8,1,1
mX,4,9,1,7.11.2023,B,4.8,2,1
mX,4,9,1,7.11.2023,B,4.8,3,1
mX,4,9,1,7.11.2023,B,4.8,4,1
mX,4,9,1,7.11.2023,B,4.8,5,1
mX,4,9,1,7.11.2023,B,4.8,6,1
mX,4,9,1,7.11.2023,B,4.8,7,1
mX,4,10,1,7.11.2023,B,4.8,1,1
mX,4,10,1,7.11.2023,B,4.8,2,1
mX,4,10,1,7.11.2023,B,4.8,3,1
mX,4,10,1,7.11.2023,B,4.8,4,1
mX,4,10,1,7.11.2023,B,4.8,5,1
mX,4,10,1,7.11.2023,B,4.8,6,1
mX,4,10,1,7.11.2023,B,4.8,7,1
mX,4,10,1,7.11.2023,B,4.8,8,1
mX,4,11,1,7.11.2023,D,4.8,1,1
mX,4,11,1,7.11.2023,D,4.8,2,1
mX,4,11,1,7.11.2023,D,4.8,3,1
mX,4,11,1,7.11.2023,D,4.8,4,1
mX,4,11,1,7.11.2023,D,4.8,5,1
mX,4,11,1,7.11.2023,D,4.8,6,1
mX,4,12,1,7.11.2023,D,4.8,1,1
mX,4,12,1,7.11.2023,D,4.8,2,1
mX,4,13,1,7.11.2023,D,4.8,1,1
mX,4,13,1,7.11.2023,D,4.8,2,1
mX,4,13,1,7.11.2023,D,4.8,3,1
mX,4,13,1,7.11.2023,D,4.8,4,1
mX,4,14,1,7.11.2023,D,4.8,1,1
mX,4,14,1,7.11.2023,D,4.8,2,1
mX,4,14,1,7.11.2023,D,4.8,3,1
mX,4,14,1,7.11.2023,D,4.8,4,1
mX,4,15,1,7.11.2023,D,4.8,1,1
mX,4,15,1,7.11.2023,D,4.8,2,1
mX,4,15,1,7.11.2023,D,4.8,3,1
mX,4,16,1,7.11.2023,A,4.8,1,1
mX,4,16,1,7.11.2023,A,4.8,2,1
mX,4,16,1,7.11.2023,A,4.8,3,1
mX,4,16,1,7.11.2023,A,4.8,4,1
mX,4,17,1,7.11.2023,A,4.8,1,1
mX,4,17,1,7.11.2023,A,4.8,2,1
mX,4,17,1,7.11.2023,A,4.8,3,1
mX,4,17,1,7.11.2023,A,4.8,4,1
mX,4,17,1,7.11.2023,A,4.8,5,1
mX,4,18,1,7.11.2023,A,4.8,1,1
mX,4,18,1,7.11.2023,A,4.8,2,1
mX,4,18,1,7.11.2023,A,4.8,3,1
mX,4,18,1,7.11.2023,A,4.8,4,1
mX,4,19,1,7.11.2023,A,4.8,1,1
mX,4,19,1,7.11.2023,A,4.8,2,1
mX,4,19,1,7.11.2023,A,4.8,3,1
mX,4,19,1,7.11.2023,A,4.8,4,1
mX,4,19,1,7.11.2023,A,4.8,5,1
mX,4,19,1,7.11.2023,A,4.8,6,1
mX,4,20,1,7.11.2023,A,4.8,1,1
mX,4,20,1,7.11.2023,A,4.8,2,1
mX,4,20,1,7.11.2023,A,4.8,3,1
mX,4,20,1,7.11.2023,A,4.8,4,1
mX,4,20,1,7.11.2023,A,4.8,5,1
mX,4,20,1,7.11.2023,A,4.8,6,1
mX,4,21,1,7.11.2023,B,4.8,1,1
mX,4,21,1,7.11.2023,B,4.8,2,1
mX,4,21,1,7.11.2023,B,4.8,3,1
mX,4,21,1,7.11.2023,B,4.8,4,1
mX,4,22,1,7.11.2023,B,4.8,1,1
mX,4,22,1,7.11.2023,B,4.8,2,1
mX,4,22,1,7.11.2023,B,4.8,3,1
mX,4,23,1,7.11.2023,B,4.8,1,1
mX,4,23,1,7.11.2023,B,4.8,2,1
mX,4,23,1,7.11.2023,B,4.8,3,1
mX,4,23,1,7.11.2023,B,4.8,4,1
mX,4,24,1,7.11.2023,B,4.8,1,1
mX,4,24,1,7.11.2023,B,4.8,2,1
mX,4,24,1,7.11.2023,B,4.8,3,1
mX,4,24,1,7.11.2023,B,4.8,4,1
mX,4,24,1,7.11.2023,B,4.8,5,1
mX,4,25,1,7.11.2023,B,4.8,1,1
mX,4,25,1,7.11.2023,B,4.8,2,1
mX,4,25,1,7.11.2023,B,4.8,3,1
mX,4,25,1,7.11.2023,B,4.8,4,1
mX,4,26,1,7.11.2023,A,4.8,1,1
mX,4,26,1,7.11.2023,A,4.8,2,1
mX,4,26,1,7.11.2023,A,4.8,3,1
mX,4,26,1,7.11.2023,A,4.8,4,1
mX,4,26,1,7.11.2023,A,4.8,5,1
mX,4,27,1,7.11.2023,A,4.8,1,1
mX,4,28,1,7.11.2023,A,4.8,1,1
mX,4,28,1,7.11.2023,A,4.8,2,1
mX,4,28,1,7.11.2023,A,4.8,3,1
mX,4,29,1,7.11.2023,A,4.8,1,1
mX,4,29,1,7.11.2023,A,4.8,2,1
mX,4,30,1,7.11.2023,A,4.8,1,1
mX,4,30,1,7.11.2023,A,4.8,2,1
mX,5,1,1,7.11.2023,D,4.8,1,1
mX,5,2,1,7.11.2023,D,4.8,1,1
mX,5,2,1,7.11.2023,D,4.8,2,1
mX,5,3,1,7.11.2023,D,4.8,1,1
mX,5,3,1,7.11.2023,D,4.8,2,1
mX,5,4,1,7.11.2023,D,4.8,1,1
mX,5,5,1,7.11.2023,D,4.8,1,1
mX,5,6,1,7.11.2023,C,4.8,1,1
mX,5,6,1,7.11.2023,C,4.8,2,1
mX,5,6,1,7.11.2023,C,4.8,3,1
mX,5,6,1,7.11.2023,C,4.8,4,1
mX,5,7,1,7.11.2023,C,4.8,1,1
mX,5,9,1,7.11.2023,C,4.8,1,1
mX,5,9,1,7.11.2023,C,4.8,2,1
mX,5,9,1,7.11.2023,C,4.8,3,1
mX,5,9,1,7.11.2023,C,4.8,4,1
mX,5,10,1,7.11.2023,C,4.8,1,1
mX,5,10,1,7.11.2023,C,4.8,2,1
mX,5,11,1,7.11.2023,A,4.8,1,1
mX,5,11,1,7.11.2023,A,4.8,2,1
mX,5,11,1,7.11.2023,A,4.8,3,1
mX,5,12,1,7.11.2023,A,4.8,1,1
mX,5,12,1,7.11.2023,A,4.8,2,1
mX,5,12,1,7.11.2023,A,4.8,3,1
mX,5,12,1,7.11.2023,A,4.8,4,1
mX,5,13,1,7.11.2023,A,4.8,1,1
mX,5,13,1,7.11.2023,A,4.8,2,1
mX,5,13,1,7.11.2023,A,4.8,3,1
mX,5,14,1,7.11.2023,A,4.8,1,1
mX,5,14,1,7.11.2023,A,4.8,2,1
mX,5,15,1,7.11.2023,A,4.8,1,1
mX,5,15,1,7.11.2023,A,4.8,2,1
mX,5,16,1,7.11.2023,B,4.8,1,1
mX,5,16,1,7.11.2023,B,4.8,2,1
mX,5,16,1,7.11.2023,B,4.8,3,1
mX,5,17,1,7.11.2023,B,4.8,1,1
mX,5,17,1,7.11.2023,B,4.8,2,1
mX,5,17,1,7.11.2023,B,4.8,3,1
mX,5,19,1,7.11.2023,B,4.8,1,1
mX,5,20,1,7.11.2023,B,4.8,1,1
mX,5,20,1,7.11.2023,B,4.8,2,1
mX,5,21,1,7.11.2023,D,4.8,1,1
mX,5,22,1,7.11.2023,D,4.8,1,1
mX,5,22,1,7.11.2023,D,4.8,2,1
mX,5,22,1,7.11.2023,D,4.8,3,1
mX,5,23,1,7.11.2023,D,4.8,1,1
mX,5,23,1,7.11.2023,D,4.8,2,1
mX,5,23,1,7.11.2023,D,4.8,3,1
mX,5,23,1,7.11.2023,D,4.8,4,1
mX,5,24,1,7.11.2023,D,4.8,1,1
mX,5,24,1,7.11.2023,D,4.8,2,1
mX,5,24,1,7.11.2023,D,4.8,3,1
mX,5,25,1,7.11.2023,D,4.8,1,1
mX,5,26,1,7.11.2023,C,4.8,1,1
mX,5,26,1,7.11.2023,C,4.8,2,1
mX,5,26,1,7.11.2023,C,4.8,3,1
mX,5,26,1,7.11.2023,C,4.8,4,1
mX,5,27,1,7.11.2023,C,4.8,1,1
mX,5,28,1,7.11.2023,C,4.8,1,1
mX,5,28,1,7.11.2023,C,4.8,2,1
mX,5,28,1,7.11.2023,C,4.8,3,1
mX,5,28,1,7.11.2023,C,4.8,4,1
mX,5,29,1,7.11.2023,C,4.8,1,1
mX,5,29,1,7.11.2023,C,4.8,2,1
mX,5,29,1,7.11.2023,C,4.8,3,1
mX,5,29,1,7.11.2023,C,4.8,4,1
tX,6,1,1,7.11.2023,A,4.8,1,1
tX,6,2,1,7.11.2023,A,4.8,1,1
tX,6,3,1,7.11.2023,A,4.8,1,1
tX,6,3,1,7.11.2023,A,4.8,2,1
tX,6,3,1,7.11.2023,A,4.8,3,1
tX,6,3,1,7.11.2023,A,4.8,4,1
tX,6,4,1,7.11.2023,A,4.8,1,1
tX,6,5,1,7.11.2023,A,4.8,1,1
tX,6,6,1,7.11.2023,D,4.8,1,1
tX,6,6,1,7.11.2023,D,4.8,2,1
tX,6,7,1,7.11.2023,D,4.8,1,1
tX,6,7,1,7.11.2023,D,4.8,2,1
tX,6,7,1,7.11.2023,D,4.8,3,1
tX,6,7,1,7.11.2023,D,4.8,4,1
tX,6,7,1,7.11.2023,D,4.8,5,1
tX,6,7,1,7.11.2023,D,4.8,6,1
tX,6,8,1,7.11.2023,D,4.8,1,1
tX,6,8,1,7.11.2023,D,4.8,2,1
tX,6,8,1,7.11.2023,D,4.8,3,1
tX,6,9,1,7.11.2023,D,4.8,1,1
tX,6,9,1,7.11.2023,D,4.8,2,1
tX,6,10,1,7.11.2023,D,4.8,1,1
tX,6,10,1,7.11.2023,D,4.8,2,1
tX,6,10,1,7.11.2023,D,4.8,3,1
tX,6,10,1,7.11.2023,D,4.8,4,1
tX,6,12,1,7.11.2023,D,4.8,1,1
tX,6,12,1,7.11.2023,D,4.8,2,1
tX,6,12,1,7.11.2023,D,4.8,3,1
tX,6,12,1,7.11.2023,D,4.8,4,1
tX,6,13,1,7.11.2023,D,4.8,1,1
tX,6,13,1,7.11.2023,D,4.8,2,1
tX,6,13,1,7.11.2023,D,4.8,3,1
tX,6,14,1,7.11.2023,D,4.8,1,1
tX,6,14,1,7.11.2023,D,4.8,2,1
tX,6,14,1,7.11.2023,D,4.8,3,1
tX,6,14,1,7.11.2023,D,4.8,4,1
tX,6,15,1,7.11.2023,D,4.8,1,1
tX,6,17,1,7.11.2023,C,4.8,1,1
tX,6,17,1,7.11.2023,C,4.8,2,1
tX,6,18,1,7.11.2023,C,4.8,1,1
tX,6,18,1,7.11.2023,C,4.8,2,1
tX,6,18,1,7.11.2023,C,4.8,3,1
tX,6,19,1,7.11.2023,C,4.8,1,1
tX,6,19,1,7.11.2023,C,4.8,2,1
tX,6,19,1,7.11.2023,C,4.8,3,1
tX,6,20,1,7.11.2023,C,4.8,1,1
tX,6,21,1,7.11.2023,B,4.8,1,1
tX,6,22,1,7.11.2023,B,4.8,1,1
tX,6,23,1,7.11.2023,B,4.8,1,1
tX,6,23,1,7.11.2023,B,4.8,2,1
tX,6,23,1,7.11.2023,B,4.8,3,1
tX,6,24,1,7.11.2023,B,4.8,1,1
tX,6,24,1,7.11.2023,B,4.8,2,1
tX,6,24,1,7.11.2023,B,4.8,3,1
tX,6,25,1,7.11.2023,B,4.8,1,1
tX,6,25,1,7.11.2023,B,4.8,2,1
tX,6,26,1,7.11.2023,A,4.8,1,1
tX,6,26,1,7.11.2023,A,4.8,2,1
tX,6,27,1,7.11.2023,A,4.8,1,1
tX,6,27,1,7.11.2023,A,4.8,2,1
tX,6,28,1,7.11.2023,A,4.8,1,1
tX,6,28,1,7.11.2023,A,4.8,2,1
tX,6,28,1,7.11.2023,A,4.8,3,1
tX,6,29,1,7.11.2023,A,4.8,1,1
tX,6,29,1,7.11.2023,A,4.8,2,1
tX,6,29,1,7.11.2023,A,4.8,3,1
tX,6,30,1,7.11.2023,A,4.8,1,1
tX,6,30,1,7.11.2023,A,4.8,2,1
tX,6,30,1,7.11.2023,A,4.8,3,1
tX,6,30,1,7.11.2023,A,4.8,4,1
tX,7,1,1,7.11.2023,D,4.8,1,1
tX,7,1,1,7.11.2023,D,4.8,2,1
tX,7,2,1,7.11.2023,D,4.8,1,1
tX,7,2,1,7.11.2023,D,4.8,2,1
tX,7,3,1,7.11.2023,D,4.8,1,1
tX,7,4,1,7.11.2023,D,4.8,1,1
tX,7,4,1,7.11.2023,D,4.8,2,1
tX,7,4,1,7.11.2023,D,4.8,3,1
tX,7,5,1,7.11.2023,D,4.8,1,1
tX,7,6,1,7.11.2023,C,4.8,1,1
tX,7,7,1,7.11.2023,C,4.8,1,1
tX,7,7,1,7.11.2023,C,4.8,2,1
tX,7,7,1,7.11.2023,C,4.8,3,1
tX,7,8,1,7.11.2023,C,4.8,1,1
tX,7,9,1,7.11.2023,C,4.8,1,1
tX,7,9,1,7.11.2023,C,4.8,2,1
tX,7,9,1,7.11.2023,C,4.8,3,1
tX,7,11,1,7.11.2023,C,4.8,1,1
tX,7,12,1,7.11.2023,C,4.8,1,1
tX,7,13,1,7.11.2023,C,4.8,1,1
tX,7,13,1,7.11.2023,C,4.8,2,1
tX,7,13,1,7.11.2023,C,4.8,3,1
tX,7,14,1,7.11.2023,C,4.8,1,1
tX,7,14,1,7.11.2023,C,4.8,2,1
tX,7,15,1,7.11.2023,C,4.8,1,1
tX,7,16,1,7.11.2023,C,4.8,1,1
tX,7,16,1,7.11.2023,C,4.8,2,1
tX,7,17,1,7.11.2023,C,4.8,1,1
tX,7,17,1,7.11.2023,C,4.8,2,1
tX,7,17,1,7.11.2023,C,4.8,3,1
tX,7,17,1,7.11.2023,C,4.8,4,1
tX,7,18,1,7.11.2023,C,4.8,1,1
tX,7,18,1,7.11.2023,C,4.8,2,1
tX,7,18,1,7.11.2023,C,4.8,3,1
tX,7,20,1,7.11.2023,C,4.8,1,1
tX,7,21,1,7.11.2023,B,4.8,1,1
tX,7,21,1,7.11.2023,B,4.8,2,1
tX,7,22,1,7.11.2023,B,4.8,1,1
tX,7,22,1,7.11.2023,B,4.8,2,1
tX,7,23,1,7.11.2023,B,4.8,1,1
tX,7,23,1,7.11.2023,B,4.8,2,1
tX,7,23,1,7.11.2023,B,4.8,3,1
tX,7,23,1,7.11.2023,B,4.8,4,1
tX,7,24,1,7.11.2023,B,4.8,1,1
tX,8,1,1,7.11.2023,A,4.8,1,1
tX,8,1,1,7.11.2023,A,4.8,2,1
tX,8,1,1,7.11.2023,A,4.8,3,1
